appid,community_id,cosine_similarity
529640,2,-0.10281550963053457
529640,3,-0.10281550963053457
529640,4,-0.10281550963053457
529640,5,-0.10281550963053457
529640,6,-0.10281550963053457
529640,7,-0.10281550963053457
529640,8,-0.10281550963053457
529640,9,-0.04395164508781863
529640,10,-0.10281550963053457
529640,11,-0.04395164508781863
529640,12,-0.10281550963053457
529640,13,-0.10281550963053457
628040,0,-0.09764408392856881
628040,1,0.017996907406982086
628040,2,-0.09764408392856883
628040,3,-0.09764408392856883
628040,4,-0.09764408392856883
628040,5,-0.09764408392856883
628040,6,-0.09764408392856883
628040,7,-0.09764408392856883
628040,8,-0.09764408392856883
628040,9,0.017996907406982086
628040,10,-0.09764408392856883
628040,11,0.017996907406982086
628040,12,-0.09764408392856883
628040,13,-0.09764408392856883
1016770,0,-0.07284710584311939
1016770,1,-0.1430683464339771
1016770,2,-0.0728471058431194
1016770,3,-0.0728471058431194
1016770,4,-0.0728471058431194
1016770,5,-0.0728471058431194
1016770,6,-0.0728471058431194
1016770,7,-0.0728471058431194
1016770,8,-0.0728471058431194
1016770,9,-0.1430683464339771
1016770,10,-0.0728471058431194
1016770,11,-0.1430683464339771
1016770,12,-0.0728471058431194
1016770,13,-0.0728471058431194
915330,0,-0.14258809253160226
915330,1,-0.06342821527539663
915330,2,-0.1425880925316023
915330,3,-0.1425880925316023
915330,4,-0.1425880925316023
915330,5,-0.1425880925316023
915330,6,-0.1425880925316023
915330,7,-0.1425880925316023
915330,8,-0.1425880925316023
915330,9,-0.06342821527539663
915330,10,-0.1425880925316023
915330,11,-0.06342821527539663
915330,12,-0.1425880925316023
915330,13,-0.1425880925316023
3169620,0,-0.1911818109852632
3169620,1,-0.14862283803001528
3169620,2,-0.19118181098526324
3169620,3,-0.19118181098526324
3169620,4,-0.19118181098526324
3169620,5,-0.19118181098526324
3169620,6,-0.19118181098526324
3169620,7,-0.19118181098526324
3169620,8,-0.19118181098526324
3169620,9,-0.14862283803001528
3169620,10,-0.19118181098526324
3169620,11,-0.14862283803001528
3169620,12,-0.19118181098526324
3169620,13,-0.19118181098526324
1700270,0,-0.2815849246279728
1700270,1,-0.2182169669285517
1700270,2,-0.2815849246279728
1700270,3,-0.2815849246279728
1700270,4,-0.2815849246279728
1700270,5,-0.2815849246279728
1700270,6,-0.2815849246279728
1700270,7,-0.2815849246279728
1700270,8,-0.2815849246279728
1700270,9,-0.2182169669285517
1700270,10,-0.2815849246279728
1700270,11,-0.2182169669285517
1700270,12,-0.2815849246279728
1700270,13,-0.2815849246279728
2743970,0,0.0005044842602563576
2743970,1,-0.13488128040760544
2743970,2,0.0005044842602563975
2743970,3,0.0005044842602563975
2743970,4,0.0005044842602563975
2743970,5,0.0005044842602563975
2743970,6,0.0005044842602563975
2743970,7,0.0005044842602563975
2743970,8,0.0005044842602563975
2743970,9,-0.13488128040760544
2743970,10,0.0005044842602563975
2743970,11,-0.13488128040760544
2743970,12,0.0005044842602563975
2743970,13,0.0005044842602563975
797400,0,-0.06996212554411166
797400,1,-0.05574399994108582
