appid,best_community_idx,best_community_id,similarity,above_threshold
1552350,11,11,0.412809282541275,False
505040,21,21,0.2907164692878723,False
1055010,23,23,0.46520376205444336,False
452060,2,2,0.5514551997184753,False
1280260,23,23,0.46093639731407166,False
946030,2,2,0.6342964172363281,False
1187330,2,2,0.3811107873916626,False
460430,36,36,0.39102187752723694,False
998790,11,11,0.6118616461753845,False
1841240,23,23,0.4829379916191101,False
1138840,23,23,0.5344842672348022,False
698540,11,11,0.5125023722648621,False
2063680,7,7,0.5075151920318604,False
355630,2,2,0.5903034806251526,False
2292060,27,27,0.5088199377059937,False
712730,2,2,0.49743953347206116,False
2789810,2,2,0.4180077016353607,False
1161830,36,36,0.48120900988578796,False
2810,21,21,0.4496888220310211,False
3080880,27,27,0.6392683386802673,False
2169120,36,36,0.5889981389045715,False
1417770,27,27,0.5059636235237122,False
30010,23,23,0.5106198787689209,False
2384690,21,21,0.5161759853363037,False
1164850,2,2,0.6011838316917419,False
1454970,21,21,0.32688814401626587,False
534480,2,2,0.6584705710411072,False
2328740,36,36,0.3989373445510864,False
