appid,best_community_idx,best_community_id,similarity
1065970,7,7,0.5385727286338806
3381200,7,7,0.5385643839836121
1510070,7,7,0.5379198789596558
400360,7,7,0.5378406643867493
1507120,6,6,0.5377920866012573
365770,7,7,0.5377902984619141
308000,7,7,0.5376390814781189
1077320,7,7,0.5374716520309448
332200,7,7,0.5374224185943604
46500,7,7,0.5371386408805847
282050,9,9,0.536955714225769
1775270,7,7,0.5368975400924683
2262080,7,7,0.5366749167442322
583090,7,7,0.5366703271865845
1801860,7,7,0.5360583662986755
994140,6,6,0.5359349846839905
1608640,7,7,0.5358919501304626
1160020,7,7,0.535835862159729
1072390,7,7,0.5357436537742615
1282890,7,7,0.5356486439704895
426790,6,6,0.5355086922645569
1191580,7,7,0.535374641418457
454140,7,7,0.5353679060935974
1073770,7,7,0.535155713558197
556860,7,7,0.5351229906082153
1872680,7,7,0.5351213216781616
2977520,7,7,0.5350198149681091
2367610,7,7,0.5350000262260437
1422420,7,7,0.5349478125572205
745010,7,7,0.5345621109008789
741670,7,7,0.5342651009559631
2192900,7,7,0.5342159867286682
970710,7,7,0.5341933369636536
2708450,7,7,0.5341397523880005
3069040,7,7,0.5340936779975891
589100,7,7,0.5340465307235718
354140,6,6,0.5339871048927307
1269690,7,7,0.5337981581687927
2475420,7,7,0.5336858630180359
1111460,7,7,0.5336143374443054
1272450,7,7,0.5336108207702637
2206270,7,7,0.5332512259483337
1013540,7,7,0.5332217812538147
365080,7,7,0.5331721305847168
385270,7,7,0.532984733581543
1647190,7,7,0.5328165888786316
1097420,7,7,0.5327713489532471
668630,7,7,0.5327509641647339
2636420,7,7,0.532726526260376
2715650,6,6,0.5326958298683167
1684670,7,7,0.5325655937194824
1457630,7,7,0.5323169231414795
758500,7,7,0.5322461128234863
387930,7,7,0.5321605801582336
3509620,7,7,0.5319682955741882
646240,7,7,0.5318700671195984
1271090,7,7,0.5314348340034485
1287000,7,7,0.5312901139259338
2325060,7,7,0.5312535762786865
1118840,7,7,0.5311663150787354
1492230,7,7,0.5309480428695679
440740,7,7,0.5309191346168518
404690,7,7,0.5306493639945984
887060,7,7,0.530439019203186
708760,7,7,0.5300992131233215
1511670,7,7,0.5300571918487549
1428470,7,7,0.5300272703170776
752800,7,7,0.5300145745277405
3219650,7,7,0.5299975872039795
2278630,6,6,0.5299102067947388
2161620,7,7,0.5297730565071106
23320,6,6,0.5296281576156616
1219240,7,7,0.5296235680580139
395200,6,6,0.5294337868690491
878620,7,7,0.5294163227081299
3043310,7,7,0.5293235778808594
328790,7,7,0.5292901992797852
2209680,7,7,0.5291301608085632
1708480,7,7,0.5290345549583435
1700270,7,7,0.5288229584693909
1739300,7,7,0.5287220478057861
1105040,7,7,0.528626024723053
2324110,7,7,0.5284476280212402
2532430,6,6,0.5283687710762024
2010530,7,7,0.5282491445541382
1461800,7,7,0.5280904173851013
3103820,7,7,0.5280055403709412
3171460,7,7,0.5279492139816284
765230,7,7,0.5278717279434204
2650630,6,6,0.527706503868103
2343710,7,7,0.527591347694397
336730,7,7,0.5274047255516052
2141520,7,7,0.5273499488830566
2180700,7,7,0.5273283123970032
2055410,7,7,0.5273249745368958
909380,7,7,0.5272529125213623
1377150,7,7,0.5272527933120728
1802880,7,7,0.5272274613380432
1470110,6,6,0.5271919369697571
296790,7,7,0.5270258784294128
1186740,7,7,0.5269498825073242
3269960,7,7,0.5268990993499756
225270,7,7,0.5268899202346802
1148560,7,7,0.5268424153327942
754520,7,7,0.526414155960083
