achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
0.0,540860,0.605,"Casual, Indie, RPG, Strategy",False,,,,success,2025-08-25T23:48:32.433488,Play Spirit Limited,80.0,1.0,₪10.95,2019-10-01,"Casual, Indie, RPG, Strategy",True,₪18.50,False,False,Dead,1,2020-10-01,False,True,,True,3,6,Dragon Kingdom War,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows Vista, 7/8/10Processor:Pentium IV 1.2 Ghz processor or fasterMemory:2 GB RAMGraphics:128MB Graphics card or greaterStorage:100 MB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Play Spirit Limited,50.0,"10 Feb, 2017",0.0,English,"Casual, Indie, RPG, Strategy, Match 3",game,True
0.0,773490,0.02,"Casual, Indie, Strategy",False,,,,success,2025-08-23T23:26:34.698881,飞鹰互娱,0.0,0.0,₪14.50,2018-03-01,"Casual, Indie, Strategy",False,₪14.50,False,False,Dead,1,2019-06-01,False,False,,True,3,5,RiddleBridge,"Minimum:OS *:Windows XPProcessor:1 GHzMemory:512 MB RAMGraphics:DirectX:Version 9.0Storage:300 MB available spaceSound Card:Recommended:OS:Win7Processor:2.5 GHzMemory:1 GB RAMDirectX:Version 9.0Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",飞鹰互娱,0.0,"2 Feb, 2018",0.0,Simplified Chinese,"Casual, Indie, Strategy, Puzzle, Romance, Early Access",game,True
40.0,1297100,0.92,"Action, Adventure",False,,,Full Xbox Controller Support,success,2025-08-25T11:47:45.704081,"Black Forest Games, Pandemic Studios",0.0,1.0,₪120.00,2020-11-01,"Action, Adventure",True,₪120.00,False,False,Dead,1,2024-04-01,False,False,,True,3,6,Destroy All Humans! Demo,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 (64 bit)Processor:AMD / Intel CPU running at 3.0 GHz or higher: AMD Kaveri A10-7850K or Intel Pentium DualCore G3220 or newer is recommended / Ryzen 5 2400G (for systems using an integrated GPU)Memory:8 GB RAMGraphics:AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 and Shader Model 5.1 supportDirectX:Version 11Storage:19 GB available spaceSound Card:Integrated or dedicated DirectX 9 compatible soundcardAdditional Notes:Windows 7 and 8.1 are supported but some AMD Graphics Cards might show weaker performance on those OS versions.Recommended:Requires a 64-bit processor and operating systemOS:Windows 10 (64 bit)Processor:IAMD / Intel processor running at 3.5 GHz or higher (AMD Ryzen 3 1300x or Intel Core i3 8100 or newer is recommended)Memory:16 GB RAMGraphics:AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 12.0 and Shader Model 6.0 supportDirectX:Version 12Storage:19 GB available spaceSound Card:Integrated or dedicated DirectX 9 compatible soundcardAdditional Notes:Windows 7 and 8.1 are supported but some AMD Graphics Cards might show weaker performance on those OS versions.",THQ Nordic,36.0,"28 Jul, 2020",18.0,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Persian","Action, Adventure, Villain Protagonist, Aliens, Open World, Remake, Singleplayer, Funny, Sci-fi, Comedy, Cult Classic, Third Person, Destruction, Third-Person Shooter, Gore, Dark Humor, Classic, Sandbox, Violent, Multiplayer",game,True
0.0,2051060,4.94,"Free To Play, Strategy",False,,,,success,2025-08-24T11:01:21.645304,BITMEUP,0.0,0.0,Free To Play,2025-02-01,"Free To Play, Strategy",False,Free To Play,True,False,Dead,1,2025-07-01,False,True,,True,3,6,SpaceInvasion,Minimum:Processor:2Memory:512 MB RAMStorage:500 MB available spaceRecommended:Processor:4Memory:2 GB RAMStorage:1 GB available space,BITMEUP,46.0,"Feb 24, 2023",0.0,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Portugal, Russian","Free to Play, Strategy, Sci-fi, Wargame, Colony Sim, Space Sim, Building, Stylized, Diplomacy, Real Time Tactics, Text-Based, Aliens, Simulation, RTS, Space, PvP, Casual, Futuristic, Co-op, Foreign",game,True
25.0,3487060,34.21,"Casual, Indie, Simulation, Strategy, Early Access",False,,,,success,2025-08-27T09:14:59.181396,UPLAY Online,0.0,0.0,$19.99,2025-05-01,"Casual, Indie, Simulation, Strategy, Early Access",False,$19.99,False,False,Dead,1,2025-07-01,False,True,,True,3,3,Youtubers Life 3 - Stream Together!,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64bitsProcessor:Intel Core 2 Duo E8400 3.00GHz | AMD FX-4350Memory:4 GB RAMGraphics:NVIDIA Geforce GT 1030 2GB | AMD RX550 2GB | Intel HD Graphics 630DirectX:Version 11Storage:4 GB available spaceRecommended:Requires a 64-bit processor and operating system,UPLAY Online,15.0,"May 22, 2025",0.0,"English, French, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Russian, Turkish, Catalan","Life Sim, Multiplayer, Character Customization, Card Battler, Deckbuilding, PvP, Minigames, Funny, Online Co-Op, Party Game, Romance, Co-op, Card Game, Simulation, LGBTQ, Strategy, Casual, Third Person, Cute, Early Access",game,True
13.0,2398520,3.63,"Action, Free To Play",False,,,Partial Xbox Controller Support,success,2025-08-26T11:00:24.310410,Aleph One Developers,0.0,1.0,Free,2024-12-01,"Action, Free To Play",True,Free,True,False,Dead,1,2025-07-01,False,True,,True,3,6,Classic Marathon Infinity,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:64-bit ProcessorMemory:4 GB RAMStorage:100 MB available spaceRecommended:Requires a 64-bit processor and operating system,Aleph One Developers,184.0,"22 Aug, 2024",18.0,English,"FPS, PvP, PvE, Shooter, 2.5D, 3D, First-Person, Action, Linear, Story Rich, Sci-fi, Space, Aliens, Futuristic, Co-op, Multiplayer, Singleplayer, Free to Play, Online Co-Op, Violent",game,True
30.0,1409830,5.5,"Action, RPG, Simulation, Strategy",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-24T01:57:22.636163,Pixel Chest,50.0,0.0,₪39.97,2025-02-01,"Action, RPG, Simulation, Strategy",False,₪79.95,False,False,Dead,1,2025-07-01,False,False,73.0,True,3,6,Sons of Valhalla,Minimum:OS:Windows® 10 (64-bit)Processor:Intel® Core™ i5-4670 (quad-core)  / AMD® Ryzen™ 3 2200G (quad-core)Memory:4 GB RAMGraphics:NVIDIA® GeForce® GTX 550 Ti (1 GB) / AMD® Radeon™ HD 6850 (1 GB)DirectX:Version 11Storage:3 GB available spaceRecommended:OS:Windows® 10 (64-bit)Processor:Intel® Core™ i5-4670 (quad-core)  / AMD® Ryzen™ 3 3200G (quad-core)Memory:4 GB RAMGraphics:NVIDIA® GeForce® GTX 650 (1 GB) / AMD® Radeon™ HD 6970 (2 GB)DirectX:Version 12Storage:3 GB available space,Hooded Horse,706.0,"5 Apr, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Traditional Chinese, Portuguese - Brazil, Simplified Chinese, Czech, Hungarian, Thai, Turkish, Ukrainian","War, Strategy, City Builder, Wargame, Medieval, Action, RTS, Open World, Survival, RPG, Tactical, Simulation, Adventure, Singleplayer, Dark Fantasy, Character Customization, Sandbox, Historical, Moddable, Real Time Tactics",game,True
0.0,17440,18.28,Simulation,False,,,,success,2025-08-24T21:26:10.409809,Maxis™,0.0,0.0,₪129.00,2025-02-01,Simulation,False,₪129.00,False,False,Dead,1,2025-07-01,False,False,53.0,True,3,6,Spore: Creepy & Cute Parts Pack,"Supported OS:Microsoft Windows® XP with Service Pack 1 and VistaProcessor:2.0 GHz Intel Pentium® 4 or equivalentMemory:512 MB RAM (768 MB RAM for Vista)Graphics:128 MB Video Card, with support for Pixel Shader 2.0DirectX®:The latest version of DirectX 9.0c or higherHard Drive:150 MB free space plus additional temporary space during installationFor computers using built-in graphics chipsets under Windows, the game requires at least:Intel Integrated Chipset, 945GM or above2.6 GHz Pentium D CPU, or 1.8 GHz Core 2 Duo, or equivalent768 MB RAMTO ACCESS ONLINE FEATURES, YOU MUST REGISTER ONLINE. ONLY ONE REGISTRATION AVAILABLE PER GAME. INTERNET CONNECTION REQUIRED. ACCEPTANCE OF END USER LICENSE AGREEMENT REQUIRED TO PLAY. EA ONLINE TERMS & CONDITIONS AND FEATURE UPDATES CAN BE FOUND AT . YOU MUST BE 13+ TO REGISTER ONLINE. EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON .*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Electronic Arts,11.0,"19 Dec, 2008",0.0,"English, Czech, Danish, German, Spanish - Spain, Finnish, French, Italian, Hungarian, Dutch, Norwegian, Polish, Russian, Swedish, Portuguese - Portugal","Simulation, Open World, God Game, Singleplayer, Adventure, Funny, Sandbox, Cute, Strategy, Character Customization, Aliens, Sci-fi, Space, Multiplayer, Action, Exploration, Family Friendly, RPG, Co-op",game,True
6.0,2427100,13.625,"Casual, Indie, Simulation, Strategy",True,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support, Steam Input API Support",success,2025-08-26T13:02:39.511945,"Kairosoft Co.,Ltd",33.0,0.0,₪22.07,2025-02-01,"Casual, Indie, Simulation, Strategy",False,₪32.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Cafe Master Story,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64bitProcessor:Intel Atom® x7-Z8750Memory:1 GB RAMDirectX:Version 10Storage:250 MB available spaceRecommended:Requires a 64-bit processor and operating system,"Kairosoft Co.,Ltd",186.0,"15 Oct, 2023",0.0,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean","Simulation, Casual, Strategy, Sandbox, Colony Sim, Life Sim, City Builder, Pixel Graphics, 2D Platformer, 2D, Cooking, Cute, Top-Down, Retro, Building, Crafting, Modern, Atmospheric, Controller, Singleplayer",game,True
0.0,407190,3.89,"Simulation, Sports, Strategy",False,,,,success,2025-08-25T14:41:30.679556,BigBlaze Games,0.0,1.0,₪73.95,2025-01-01,"Simulation, Sports, Strategy",True,₪73.95,False,False,Dead,1,2025-06-01,False,False,,True,3,6,Club Manager 2016,"Minimum:OS *:Windows 7Processor:Single Core 1GHzMemory:512 MB RAMGraphics:32MB Ram Graphics CardDirectX:Version 9.0cStorage:2 GB available spaceRecommended:OS *:Windows 7Processor:Dual Core 2GHzMemory:1 GB RAMGraphics:128MB Ram Graphics CardDirectX:Version 10Storage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",2tainment GmbH,65.0,"19 Nov, 2015",0.0,"English, German","Sports, Simulation, Strategy, Football (Soccer), Management, Singleplayer, Grand Strategy, Turn-Based Strategy, Turn-Based Tactics, 2.5D, 2D, 1990's, Tactical, Economy, Choices Matter, Trading, Moddable, PvE, Modern, Sequel",game,True
36.0,1683860,3.115,"Action, Adventure, Indie, Free To Play",False,,,,success,2025-08-24T20:48:48.941062,Dream Toaster Games,0.0,1.0,Free To Play,2024-11-01,"Action, Adventure, Indie, Free To Play",True,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Eronoctosis: Put Yourself Together,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:AMD A8-7600 (3.1 Ghz) OR Intel Core i3 4170 (3.7 Ghz)Graphics:Nvidia GPU GeForce GTX 650 / AMD GPU Radeon HD 6850 / Intel Iris Pro 5200Storage:150 MB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:AMD Ryzen 3 3300XGraphics:GeForce GTX 950Storage:150 MB available space,Dream Toaster Games,1836.0,"10 Oct, 2021",0.0,English,"Horror, Co-op, Atmospheric, Co-op Campaign, Stylized, Survival Horror, Psychological Horror, Psychological, Action-Adventure, 3D, Adventure, First-Person, Action, Dark, Collectathon, Exploration, Anime, Pixel Graphics, Mystery, LGBTQ",game,True
10.0,203630,34.82,Strategy,False,,,,success,2025-08-25T02:03:42.974267,Ino-Co Plus,0.0,0.0,₪97.00,2025-02-01,Strategy,False,₪97.00,False,False,Dead,1,2025-07-01,False,False,71.0,True,3,6,Warlock - Master of the Arcane,"Minimum:OS *:Windows Vista, Windows 7Processor:Dual Core CPUMemory:2 GB RAMGraphics:GeForce GT240 512Mb or comparableDirectX®:9.0cHard Drive:4 GB HD spaceSound:DirectX 9.0c compatibleRecommended:OS *:Windows 7Processor:Quad Core CPUMemory:4 GB RAMGraphics:GeForce GTX460 1Gb or compartibleDirectX®:9.0cHard Drive:4 GB HD spaceSound:DirectX 9.0c compatible*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Paradox Interactive,973.0,"8 May, 2012",0.0,"English, French, German, Russian, Spanish - Spain","Strategy, Turn-Based Strategy, Fantasy, Turn-Based, 4X, Magic, Singleplayer, Hex Grid, Multiplayer, RPG, Grand Strategy",game,True
54.0,919370,7.065,"Action, Adventure, Casual, Indie, RPG, Strategy",False,,,,success,2025-08-24T08:38:39.321829,Pocketpair,0.0,2.0,₪55.95,2025-02-01,"Action, Adventure, Casual, Indie, RPG, Strategy",True,₪55.95,False,False,Dead,1,2025-07-01,False,True,,True,3,6,Overdungeon,"Minimum:OS *:Windows 7 SP1+Processor:1.7 GHzMemory:4 GB RAMGraphics:VRAM 512MBDirectX:Version 11Storage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Pocketpair,304.0,"23 Aug, 2019",0.0,"English, Japanese, Simplified Chinese, Russian, Korean","Strategy, Indie, Roguelike Deckbuilder, RPG, Casual, Card Battler, Roguelite, Deckbuilding, Card Game, Action, Adventure, Tower Defense, Replay Value, Turn-Based, Singleplayer, Difficult, Dungeon Crawler, Great Soundtrack, Early Access, Roguelike",game,True
24.0,2492380,2.665,"Utilities, Game Development",False,,,Partial Xbox Controller Support,success,2025-08-23T20:44:19.336459,SB_Games_Public,0.0,0.0,₪92.95,2025-02-01,"Utilities, Game Development",False,₪92.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Shooting Game Builder,Minimum:Requires a 64-bit processor and operating systemOS:Windows10 or 11Processor:Core-i3Memory:8 GB RAMGraphics:DirectX11 compatible GPUDirectX:Version 11Storage:200 MB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows10 or 11Processor:Core-i5Memory:8 GB RAMGraphics:DirectX11 compatible GPUDirectX:Version 11Storage:200 MB available space,SB_Games_Public,13.0,"17 Aug, 2023",0.0,"English, Japanese","Utilities, Game Development, Shoot 'Em Up",software,True
0.0,3068400,5.55,"Animation & Modeling, Audio Production, Photo Editing, Video Production",False,,,,success,2025-08-27T20:36:50.440957,MAGIX Software GmbH,0.0,0.0,"₪1,400.00",2025-02-01,"Animation & Modeling, Audio Production, Photo Editing, Video Production",False,"₪1,400.00",False,False,Dead,1,2025-07-01,False,False,,True,3,6,VEGAS Pro 22 Steam Edition,"Minimum:Requires a 64-bit processor and operating systemOS:Microsoft® Windows 10 | 11Processor:6th Generation Intel Core i5 (or AMD equivalent) or better with 2.5 Ghz and 4 CoresMemory:16 GB RAMGraphics:NVIDIA® GeForce RTX or GTX 9XX series or higher with 4GB; AMD/ATI® Radeon with 4GB and VCE 3.0 or higher (Radeon Pro series with 8GB for HDR and 32 bit projects); Intel® GPU HD Graphics 630 series or higherStorage:2 GB available spaceAdditional Notes:Import  Video: BlackMagic RAW, HEVC/H.265, AVC/H.264, MP4, MPEG-2, MPEG-1, AVI, WMV, M4V, Sony XAVC / XAVC-S / XDCAM EX / HD 422 / MXF / ProDisc / HDCAM SR, MPEG IMX, DV, HDV, AVCHD, Panasonic P2, RED RAW  Audio: AIFF, AAC, MP2, MP3, M4A, OGG Vorbis, WAV, WMA, FLAC  Image: BMP, GIF, PNG, JPG, TIFF, DPX, OpenEXR, WDP, DNG, HEIC/HEIF  Other: Premiere/After Effects (*.prproj), Final Cut Pro 7/ DaVinci Resolve (*.xml), Final Cut Pro X (*.fcpxml), EDL Text File (*.txt), Broadcast Wave Format, Closed Captioning (SRT)  Resolutions: SD, HD, 4K, 8K   Export  Video: HEVC/H.265, AVC/H.264, MPEG-2, MPEG-1, MP4, AVI, WMV, Sony XAVC / XAVC-S / MXF / HDCAM SR, XDCAM EX  Audio: AIFF, AAC, MP3, OGG Vorbis, WAV, WMA, FLAC  Image: BMP, PNG, JPG, TIFF, DPX, OpenEXR  Other: VEGAS Project Archive (*.veg, *.vf), Premiere/After Effects (*.prproj), Final Cut Pro 7/DaVinci Resolve (*.xml), Final Cut Pro X (*.fcpxml), EDL Text File (*.txt), XDCAM Disc  Resolutions: SD, HD, 4K, 8KRecommended:Requires a 64-bit processor and operating systemOS:Microsoft® Windows 10 | 11Processor:7th Generation Intel Core i7 (or AMD equivalent) or better with 3.0 Ghz and 8 CoresMemory:32 GB RAMGraphics:NVIDIA® GeForce RTX or GTX 9XX series or higher with 4GB (8GB RTX series recommended for 8K); AMD/ATI® Radeon with 4GB and VCE 3.0 or higher (Radeon Pro series with 8GB for HDR and 32 bit projects); Intel® GPU HD Graphics 630 series or higherStorage:2 GB available spaceAdditional Notes:Import  Video: BlackMagic RAW, HEVC/H.265, AVC/H.264, MP4, MPEG-2, MPEG-1, AVI, WMV, M4V, Sony XAVC / XAVC-S / XDCAM EX / HD 422 / MXF / ProDisc / HDCAM SR, MPEG IMX, DV, HDV, AVCHD, Panasonic P2, RED RAW  Audio: AIFF, AAC, MP2, MP3, M4A, OGG Vorbis, WAV, WMA, FLAC  Image: BMP, GIF, PNG, JPG, TIFF, DPX, OpenEXR, WDP, DNG, HEIC/HEIF  Other: Premiere/After Effects (*.prproj), Final Cut Pro 7/ DaVinci Resolve (*.xml), Final Cut Pro X (*.fcpxml), EDL Text File (*.txt), Broadcast Wave Format, Closed Captioning (SRT)  Resolutions: SD, HD, 4K, 8K   Export  Video: HEVC/H.265, AVC/H.264, MPEG-2, MPEG-1, MP4, AVI, WMV, Sony XAVC / XAVC-S / MXF / HDCAM SR, XDCAM EX  Audio: AIFF, AAC, MP3, OGG Vorbis, WAV, WMA, FLAC  Image: BMP, PNG, JPG, TIFF, DPX, OpenEXR  Other: VEGAS Project Archive (*.veg, *.vf), Premiere/After Effects (*.prproj), Final Cut Pro 7/DaVinci Resolve (*.xml), Final Cut Pro X (*.fcpxml), EDL Text File (*.txt), XDCAM Disc  Resolutions: SD, HD, 4K, 8K",MAGIX Software GmbH,16.0,"10 Sep, 2024",0.0,"English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese","Photo Editing, Animation & Modeling, Audio Production, Video Production",software,True
34.0,383840,7.655,"Action, Indie, Simulation",False,,,,success,2025-08-25T12:48:39.345243,Stray Fawn Studio,0.0,1.0,₪73.95,2025-02-01,"Action, Indie, Simulation",True,₪73.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Nimbatus - The Space Drone Constructor,"Minimum:OS *:Windows XP SP2+Processor:Quad Core ProcessorMemory:4 GB RAMGraphics:nVidia® 8800 GT / AMD® 4670 or fasterDirectX:Version 9.0Storage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Stray Fawn Publishing, WhisperGames",1705.0,"14 May, 2020",0.0,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Strategy, Singleplayer, Adventure, Sci-fi, Space Sim, Exploration, Robots, Space, Sports, Puzzle, Action, Programming, Crafting, Logic, Building, Sandbox, Survival, Automation, Physics, Fighting",game,True
0.0,1448530,27.325,"Sports, Free To Play",False,,,,success,2025-08-24T04:46:05.708196,Invincibles Studio Ltd,0.0,0.0,Free,2025-02-01,"Sports, Free To Play",False,Free,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Soccer Manager 2021,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:1 GHz or higherMemory:2 GB RAMGraphics:Shader Model 3.0 capable cardDirectX:Version 11Network:Broadband Internet connectionStorage:500 MB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Invincibles Studio Ltd,355.0,"16 Dec, 2020",0.0,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Portugal, Russian, Turkish, Simplified Chinese, Traditional Chinese","Sports, Management, Free to Play, Singleplayer, Football (Soccer), Tactical, Team-Based, 3D, Immersive Sim, Text-Based, 2D, Real Time Tactics, Multiplayer, Open World, Colorful, Simulation",game,True
